Day,Library,Room,Time,Time Interval,Available?
2,Davis Library ,7051,2pm-3pm,Afternoon ,
2,Davis Library ,7051,3pm-4pm,Afternoon ,
2,Davis Library ,7052,12pm-1pm,Afternoon ,
2,Davis Library ,7052,1pm-2pm,Afternoon ,
2,Davis Library ,7052,2pm-3pm,Afternoon ,
2,Davis Library ,7052,3pm-4pm,Afternoon ,
2,Davis Library ,8046,12pm-1pm,Afternoon ,
2,Davis Library ,8046,1pm-2pm,Afternoon ,
2,Davis Library ,8046,2pm-3pm,Afternoon ,
2,Davis Library ,8046,3pm-4pm,Afternoon ,
2,Davis Library ,8047,12pm-1pm,Afternoon ,
2,Davis Library ,8047,1pm-2pm,Afternoon ,
2,Davis Library ,8047,2pm-3pm,Afternoon ,
2,Davis Library ,8047,3pm-4pm,Afternoon ,
2,Davis Library ,8048,12pm-1pm,Afternoon ,
2,Davis Library ,8048,1pm-2pm,Afternoon ,
2,Davis Library ,8048,2pm-3pm,Afternoon ,
2,Davis Library ,8048,3pm-4pm,Afternoon ,
2,Davis Library ,8049,12pm-1pm,Afternoon ,
2,Davis Library ,8049,1pm-2pm,Afternoon ,
2,Davis Library ,8049,2pm-3pm,Afternoon ,
2,Davis Library ,8049,3pm-4pm,Afternoon ,
2,Davis Library ,8051,12pm-1pm,Afternoon ,
2,Davis Library ,8051,1pm-2pm,Afternoon ,
2,Davis Library ,8051,2pm-3pm,Afternoon ,
2,Davis Library ,8051,3pm-4pm,Afternoon ,
2,Davis Library ,8052,12pm-1pm,Afternoon ,
2,Davis Library ,8052,1pm-2pm,Afternoon ,
2,Davis Library ,8052,2pm-3pm,Afternoon ,
2,Davis Library ,8052,3pm-4pm,Afternoon ,
2,Davis Library ,Cube 1,12pm-1pm,Afternoon ,
2,Davis Library ,Cube 1,1pm-2pm,Afternoon ,
2,Davis Library ,Cube 1,2pm-3pm,Afternoon ,
2,Davis Library ,Cube 1,3pm-4pm,Afternoon ,
2,Davis Library ,Cube 2,12pm-1pm,Afternoon ,
2,Davis Library ,Cube 2,1pm-2pm,Afternoon ,
2,Davis Library ,Cube 2,2pm-3pm,Afternoon ,
2,Davis Library ,Cube 2,3pm-4pm,Afternoon ,
2,Davis Library ,Cube 3,12pm-1pm,Afternoon ,
2,Davis Library ,Cube 3,1pm-2pm,Afternoon ,
2,Davis Library ,Cube 3,2pm-3pm,Afternoon ,
2,Davis Library ,Cube 3,3pm-4pm,Afternoon ,
2,Davis Library ,Cube 4,12pm-1pm,Afternoon ,
2,Davis Library ,Cube 4,1pm-2pm,Afternoon ,
2,Davis Library ,Cube 4,2pm-3pm,Afternoon ,
2,Davis Library ,Cube 4,3pm-4pm,Afternoon ,
2,Davis Library ,Cube 5,12pm-1pm,Afternoon ,
2,Davis Library ,Cube 5,1pm-2pm,Afternoon ,
2,Davis Library ,Cube 5,2pm-3pm,Afternoon ,
2,Davis Library ,Cube 5,3pm-4pm,Afternoon ,
2,Davis Library ,Cube 6,12pm-1pm,Afternoon ,
2,Davis Library ,Cube 6,1pm-2pm,Afternoon ,
2,Davis Library ,Cube 6,2pm-3pm,Afternoon ,
2,Davis Library ,Cube 6,3pm-4pm,Afternoon ,
2,Davis Library ,Cube 7,12pm-1pm,Afternoon ,
2,Davis Library ,Cube 7,1pm-2pm,Afternoon ,
2,Davis Library ,Cube 7,2pm-3pm,Afternoon ,
2,Davis Library ,Cube 7,3pm-4pm,Afternoon ,
3,Davis Library,3046,12pm-1pm,Afternoon ,
3,Davis Library,3046,1pm-2pm,Afternoon ,
3,Davis Library,3046,2pm-3pm,Afternoon ,
3,Davis Library,3046,3pm-4pm,Afternoon ,
3,Davis Library ,3047,12pm-1pm,Afternoon ,
3,Davis Library ,3047,1pm-2pm,Afternoon ,
3,Davis Library ,3047,2pm-3pm,Afternoon ,
3,Davis Library ,3047,3pm-4pm,Afternoon ,
3,Davis Library,3048,12pm-1pm,Afternoon ,
3,Davis Library,3048,1pm-2pm,Afternoon ,
3,Davis Library,3048,2pm-3pm,Afternoon ,
3,Davis Library,3048,3pm-4pm,Afternoon ,
3,Davis Library,3049,12pm-1pm,Afternoon ,
3,Davis Library,3049,1pm-2pm,Afternoon ,
3,Davis Library,3049,2pm-3pm,Afternoon ,
3,Davis Library,3049,3pm-4pm,Afternoon ,
3,Davis Library,3051,12pm-1pm,Afternoon ,
3,Davis Library,3051,1pm-2pm,Afternoon ,
3,Davis Library,3051,2pm-3pm,Afternoon ,
3,Davis Library,3051,3pm-4pm,Afternoon ,
3,Davis Library,3052,12pm-1pm,Afternoon ,
3,Davis Library,3052,1pm-2pm,Afternoon ,
3,Davis Library,3052,2pm-3pm,Afternoon ,
3,Davis Library,3052,3pm-4pm,Afternoon ,
3,Davis Library,4046,12pm-1pm,Afternoon ,
3,Davis Library,4046,1pm-2pm,Afternoon ,
3,Davis Library,4046,2pm-3pm,Afternoon ,
3,Davis Library,4046,3pm-4pm,Afternoon ,
3,Davis Library ,4047,12pm-1pm,Afternoon ,
3,Davis Library ,4047,1pm-2pm,Afternoon ,
3,Davis Library ,4047,2pm-3pm,Afternoon ,
3,Davis Library ,4047,3pm-4pm,Afternoon ,
3,Davis Library,4048,12pm-1pm,Afternoon ,
3,Davis Library,4048,1pm-2pm,Afternoon ,
3,Davis Library,4048,2pm-3pm,Afternoon ,
3,Davis Library,4048,3pm-4pm,Afternoon ,
3,Davis Library ,4049,12pm-1pm,Afternoon ,
3,Davis Library ,4049,1pm-2pm,Afternoon ,
3,Davis Library ,4049,2pm-3pm,Afternoon ,
3,Davis Library ,4049,3pm-4pm,Afternoon ,
3,Davis Library ,4051,12pm-1pm,Afternoon ,
3,Davis Library ,4051,1pm-2pm,Afternoon ,
3,Davis Library ,4051,2pm-3pm,Afternoon ,
3,Davis Library ,4051,3pm-4pm,Afternoon ,
3,Davis Library ,4052,12pm-1pm,Afternoon ,
3,Davis Library ,4052,1pm-2pm,Afternoon ,
3,Davis Library ,4052,2pm-3pm,Afternoon ,
3,Davis Library ,4052,3pm-4pm,Afternoon ,
3,Davis Library ,5046,12pm-1pm,Afternoon ,
3,Davis Library ,5046,1pm-2pm,Afternoon ,
3,Davis Library ,5046,2pm-3pm,Afternoon ,
3,Davis Library ,5046,3pm-4pm,Afternoon ,
3,Davis Library ,5047,12pm-1pm,Afternoon ,
3,Davis Library ,5047,1pm-2pm,Afternoon ,
3,Davis Library ,5047,2pm-3pm,Afternoon ,
3,Davis Library ,5047,3pm-4pm,Afternoon ,
3,Davis Library ,5048,12pm-1pm,Afternoon ,
3,Davis Library ,5048,1pm-2pm,Afternoon ,
3,Davis Library ,5048,2pm-3pm,Afternoon ,
3,Davis Library ,5048,3pm-4pm,Afternoon ,
3,Davis Library ,5049,12pm-1pm,Afternoon ,
3,Davis Library ,5049,1pm-2pm,Afternoon ,
3,Davis Library ,5049,2pm-3pm,Afternoon ,
3,Davis Library ,5049,3pm-4pm,Afternoon ,
3,Davis Library ,5051,12pm-1pm,Afternoon ,
3,Davis Library ,5051,1pm-2pm,Afternoon ,
3,Davis Library ,5051,2pm-3pm,Afternoon ,
3,Davis Library ,5051,3pm-4pm,Afternoon ,
3,Davis Library ,5052,12pm-1pm,Afternoon ,
3,Davis Library ,5052,1pm-2pm,Afternoon ,
3,Davis Library ,5052,2pm-3pm,Afternoon ,
3,Davis Library ,5052,3pm-4pm,Afternoon ,
3,Davis Library ,6046,12pm-1pm,Afternoon ,
3,Davis Library ,6046,1pm-2pm,Afternoon ,
3,Davis Library ,6046,2pm-3pm,Afternoon ,
3,Davis Library ,6046,3pm-4pm,Afternoon ,
3,Davis Library ,6047,12pm-1pm,Afternoon ,
3,Davis Library ,6047,1pm-2pm,Afternoon ,
3,Davis Library ,6047,2pm-3pm,Afternoon ,
3,Davis Library ,6047,3pm-4pm,Afternoon ,
3,Davis Library ,6048,12pm-1pm,Afternoon ,
3,Davis Library ,6048,1pm-2pm,Afternoon ,
3,Davis Library ,6048,2pm-3pm,Afternoon ,
3,Davis Library ,6048,3pm-4pm,Afternoon ,
3,Davis Library ,6049,12pm-1pm,Afternoon ,
3,Davis Library ,6049,1pm-2pm,Afternoon ,
3,Davis Library ,6049,2pm-3pm,Afternoon ,
3,Davis Library ,6049,3pm-4pm,Afternoon ,
3,Davis Library ,6051,12pm-1pm,Afternoon ,
3,Davis Library ,6051,1pm-2pm,Afternoon ,
3,Davis Library ,6051,2pm-3pm,Afternoon ,
3,Davis Library ,6051,3pm-4pm,Afternoon ,
3,Davis Library ,6052,12pm-1pm,Afternoon ,
3,Davis Library ,6052,1pm-2pm,Afternoon ,
3,Davis Library ,6052,2pm-3pm,Afternoon ,
3,Davis Library ,6052,3pm-4pm,Afternoon ,
3,Davis Library ,7046,12pm-1pm,Afternoon ,
3,Davis Library ,7046,1pm-2pm,Afternoon ,
3,Davis Library ,7046,2pm-3pm,Afternoon ,
3,Davis Library ,7046,3pm-4pm,Afternoon ,
3,Davis Library ,7047,12pm-1pm,Afternoon ,
3,Davis Library ,7047,1pm-2pm,Afternoon ,
3,Davis Library ,7047,2pm-3pm,Afternoon ,
3,Davis Library ,7047,3pm-4pm,Afternoon ,
3,Davis Library ,7048,12pm-1pm,Afternoon ,
3,Davis Library ,7048,1pm-2pm,Afternoon ,
3,Davis Library ,7048,2pm-3pm,Afternoon ,
3,Davis Library ,7048,3pm-4pm,Afternoon ,
3,Davis Library ,7049,12pm-1pm,Afternoon ,
3,Davis Library ,7049,1pm-2pm,Afternoon ,
3,Davis Library ,7049,2pm-3pm,Afternoon ,
3,Davis Library ,7049,3pm-4pm,Afternoon ,
3,Davis Library ,7051,12pm-1pm,Afternoon ,
3,Davis Library ,7051,1pm-2pm,Afternoon ,
3,Davis Library ,7051,2pm-3pm,Afternoon ,
3,Davis Library ,7051,3pm-4pm,Afternoon ,
3,Davis Library ,7052,12pm-1pm,Afternoon ,
3,Davis Library ,7052,1pm-2pm,Afternoon ,
3,Davis Library ,7052,2pm-3pm,Afternoon ,
3,Davis Library ,7052,3pm-4pm,Afternoon ,
3,Davis Library ,8046,12pm-1pm,Afternoon ,
3,Davis Library ,8046,1pm-2pm,Afternoon ,
3,Davis Library ,8046,2pm-3pm,Afternoon ,
3,Davis Library ,8046,3pm-4pm,Afternoon ,
3,Davis Library ,8047,12pm-1pm,Afternoon ,
3,Davis Library ,8047,1pm-2pm,Afternoon ,
3,Davis Library ,8047,2pm-3pm,Afternoon ,
3,Davis Library ,8047,3pm-4pm,Afternoon ,
3,Davis Library ,8048,12pm-1pm,Afternoon ,
3,Davis Library ,8048,1pm-2pm,Afternoon ,
3,Davis Library ,8048,2pm-3pm,Afternoon ,
3,Davis Library ,8048,3pm-4pm,Afternoon ,
3,Davis Library ,8049,12pm-1pm,Afternoon ,
3,Davis Library ,8049,1pm-2pm,Afternoon ,
3,Davis Library ,8049,2pm-3pm,Afternoon ,
3,Davis Library ,8049,3pm-4pm,Afternoon ,
3,Davis Library ,8051,12pm-1pm,Afternoon ,
3,Davis Library ,8051,1pm-2pm,Afternoon ,
3,Davis Library ,8051,2pm-3pm,Afternoon ,
3,Davis Library ,8051,3pm-4pm,Afternoon ,
3,Davis Library ,8052,12pm-1pm,Afternoon ,
3,Davis Library ,8052,1pm-2pm,Afternoon ,
3,Davis Library ,8052,2pm-3pm,Afternoon ,
3,Davis Library ,8052,3pm-4pm,Afternoon ,
3,Davis Library ,Cube 1,12pm-1pm,Afternoon ,
3,Davis Library ,Cube 1,1pm-2pm,Afternoon ,
3,Davis Library ,Cube 1,2pm-3pm,Afternoon ,
3,Davis Library ,Cube 1,3pm-4pm,Afternoon ,
3,Davis Library ,Cube 2,12pm-1pm,Afternoon ,
3,Davis Library ,Cube 2,1pm-2pm,Afternoon ,
3,Davis Library ,Cube 2,2pm-3pm,Afternoon ,
3,Davis Library ,Cube 2,3pm-4pm,Afternoon ,
3,Davis Library ,Cube 3,12pm-1pm,Afternoon ,
3,Davis Library ,Cube 3,1pm-2pm,Afternoon ,
3,Davis Library ,Cube 3,2pm-3pm,Afternoon ,
3,Davis Library ,Cube 3,3pm-4pm,Afternoon ,
3,Davis Library ,Cube 4,12pm-1pm,Afternoon ,
3,Davis Library ,Cube 4,1pm-2pm,Afternoon ,
3,Davis Library ,Cube 4,2pm-3pm,Afternoon ,
3,Davis Library ,Cube 4,3pm-4pm,Afternoon ,
3,Davis Library ,Cube 5,12pm-1pm,Afternoon ,
3,Davis Library ,Cube 5,1pm-2pm,Afternoon ,
3,Davis Library ,Cube 5,2pm-3pm,Afternoon ,
3,Davis Library ,Cube 5,3pm-4pm,Afternoon ,
3,Davis Library ,Cube 6,12pm-1pm,Afternoon ,
3,Davis Library ,Cube 6,1pm-2pm,Afternoon ,
3,Davis Library ,Cube 6,2pm-3pm,Afternoon ,
3,Davis Library ,Cube 6,3pm-4pm,Afternoon ,
3,Davis Library ,Cube 7,12pm-1pm,Afternoon ,
3,Davis Library ,Cube 7,1pm-2pm,Afternoon ,
3,Davis Library ,Cube 7,2pm-3pm,Afternoon ,
3,Davis Library ,Cube 7,3pm-4pm,Afternoon ,
4,Davis Library,3046,12pm-1pm,Afternoon ,
4,Davis Library,3046,1pm-2pm,Afternoon ,
4,Davis Library,3046,2pm-3pm,Afternoon ,
4,Davis Library,3046,3pm-4pm,Afternoon ,
4,Davis Library ,3047,12pm-1pm,Afternoon ,
4,Davis Library ,3047,1pm-2pm,Afternoon ,
4,Davis Library ,3047,2pm-3pm,Afternoon ,
4,Davis Library ,3047,3pm-4pm,Afternoon ,
4,Davis Library,3048,12pm-1pm,Afternoon ,
4,Davis Library,3048,1pm-2pm,Afternoon ,
4,Davis Library,3048,2pm-3pm,Afternoon ,
4,Davis Library,3048,3pm-4pm,Afternoon ,
4,Davis Library,3049,12pm-1pm,Afternoon ,
4,Davis Library,3049,1pm-2pm,Afternoon ,
4,Davis Library,3049,2pm-3pm,Afternoon ,
4,Davis Library,3049,3pm-4pm,Afternoon ,
4,Davis Library,3051,12pm-1pm,Afternoon ,
4,Davis Library,3051,1pm-2pm,Afternoon ,
4,Davis Library,3051,2pm-3pm,Afternoon ,
4,Davis Library,3051,3pm-4pm,Afternoon ,
4,Davis Library,3052,12pm-1pm,Afternoon ,
4,Davis Library,3052,1pm-2pm,Afternoon ,
4,Davis Library,3052,2pm-3pm,Afternoon ,
4,Davis Library,3052,3pm-4pm,Afternoon ,
4,Davis Library,4046,12pm-1pm,Afternoon ,
4,Davis Library,4046,1pm-2pm,Afternoon ,
4,Davis Library,4046,2pm-3pm,Afternoon ,
4,Davis Library,4046,3pm-4pm,Afternoon ,
4,Davis Library ,4047,12pm-1pm,Afternoon ,
4,Davis Library ,4047,1pm-2pm,Afternoon ,
4,Davis Library ,4047,2pm-3pm,Afternoon ,
4,Davis Library ,4047,3pm-4pm,Afternoon ,
4,Davis Library,4048,12pm-1pm,Afternoon ,
4,Davis Library,4048,1pm-2pm,Afternoon ,
4,Davis Library,4048,2pm-3pm,Afternoon ,
4,Davis Library,4048,3pm-4pm,Afternoon ,
4,Davis Library ,4049,12pm-1pm,Afternoon ,
4,Davis Library ,4049,1pm-2pm,Afternoon ,
4,Davis Library ,4049,2pm-3pm,Afternoon ,
4,Davis Library ,4049,3pm-4pm,Afternoon ,
4,Davis Library ,4051,12pm-1pm,Afternoon ,
4,Davis Library ,4051,1pm-2pm,Afternoon ,
4,Davis Library ,4051,2pm-3pm,Afternoon ,
4,Davis Library ,4051,3pm-4pm,Afternoon ,
4,Davis Library ,4052,12pm-1pm,Afternoon ,
4,Davis Library ,4052,1pm-2pm,Afternoon ,
4,Davis Library ,4052,2pm-3pm,Afternoon ,
4,Davis Library ,4052,3pm-4pm,Afternoon ,
4,Davis Library ,5046,12pm-1pm,Afternoon ,
4,Davis Library ,5046,1pm-2pm,Afternoon ,
4,Davis Library ,5046,2pm-3pm,Afternoon ,
4,Davis Library ,5046,3pm-4pm,Afternoon ,
4,Davis Library ,5047,12pm-1pm,Afternoon ,
4,Davis Library ,5047,1pm-2pm,Afternoon ,
4,Davis Library ,5047,2pm-3pm,Afternoon ,
4,Davis Library ,5047,3pm-4pm,Afternoon ,
4,Davis Library ,5048,12pm-1pm,Afternoon ,
4,Davis Library ,5048,1pm-2pm,Afternoon ,
4,Davis Library ,5048,2pm-3pm,Afternoon ,
4,Davis Library ,5048,3pm-4pm,Afternoon ,
4,Davis Library ,5049,12pm-1pm,Afternoon ,
4,Davis Library ,5049,1pm-2pm,Afternoon ,
4,Davis Library ,5049,2pm-3pm,Afternoon ,
4,Davis Library ,5049,3pm-4pm,Afternoon ,
4,Davis Library ,5051,12pm-1pm,Afternoon ,
4,Davis Library ,5051,1pm-2pm,Afternoon ,
4,Davis Library ,5051,2pm-3pm,Afternoon ,
4,Davis Library ,5051,3pm-4pm,Afternoon ,
4,Davis Library ,5052,12pm-1pm,Afternoon ,
4,Davis Library ,5052,1pm-2pm,Afternoon ,
4,Davis Library ,5052,2pm-3pm,Afternoon ,
4,Davis Library ,5052,3pm-4pm,Afternoon ,
4,Davis Library ,6046,12pm-1pm,Afternoon ,
4,Davis Library ,6046,1pm-2pm,Afternoon ,
4,Davis Library ,6046,2pm-3pm,Afternoon ,
4,Davis Library ,6046,3pm-4pm,Afternoon ,
4,Davis Library ,6047,12pm-1pm,Afternoon ,
4,Davis Library ,6047,1pm-2pm,Afternoon ,
4,Davis Library ,6047,2pm-3pm,Afternoon ,
4,Davis Library ,6047,3pm-4pm,Afternoon ,
4,Davis Library ,6048,12pm-1pm,Afternoon ,
4,Davis Library ,6048,1pm-2pm,Afternoon ,
4,Davis Library ,6048,2pm-3pm,Afternoon ,
4,Davis Library ,6048,3pm-4pm,Afternoon ,
4,Davis Library ,6049,12pm-1pm,Afternoon ,
4,Davis Library ,6049,1pm-2pm,Afternoon ,
4,Davis Library ,6049,2pm-3pm,Afternoon ,
4,Davis Library ,6049,3pm-4pm,Afternoon ,
4,Davis Library ,6051,12pm-1pm,Afternoon ,
4,Davis Library ,6051,1pm-2pm,Afternoon ,
4,Davis Library ,6051,2pm-3pm,Afternoon ,
4,Davis Library ,6051,3pm-4pm,Afternoon ,
4,Davis Library ,6052,12pm-1pm,Afternoon ,
4,Davis Library ,6052,1pm-2pm,Afternoon ,
4,Davis Library ,6052,2pm-3pm,Afternoon ,
4,Davis Library ,6052,3pm-4pm,Afternoon ,
4,Davis Library ,7046,12pm-1pm,Afternoon ,
4,Davis Library ,7046,1pm-2pm,Afternoon ,
4,Davis Library ,7046,2pm-3pm,Afternoon ,
4,Davis Library ,7046,3pm-4pm,Afternoon ,
4,Davis Library ,7047,12pm-1pm,Afternoon ,
4,Davis Library ,7047,1pm-2pm,Afternoon ,
4,Davis Library ,7047,2pm-3pm,Afternoon ,
4,Davis Library ,7047,3pm-4pm,Afternoon ,
4,Davis Library ,7048,12pm-1pm,Afternoon ,
4,Davis Library ,7048,1pm-2pm,Afternoon ,
4,Davis Library ,7048,2pm-3pm,Afternoon ,
4,Davis Library ,7048,3pm-4pm,Afternoon ,
4,Davis Library ,7049,12pm-1pm,Afternoon ,
4,Davis Library ,7049,1pm-2pm,Afternoon ,
4,Davis Library ,7049,2pm-3pm,Afternoon ,
4,Davis Library ,7049,3pm-4pm,Afternoon ,
4,Davis Library ,7051,12pm-1pm,Afternoon ,
4,Davis Library ,7051,1pm-2pm,Afternoon ,
4,Davis Library ,7051,2pm-3pm,Afternoon ,
4,Davis Library ,7051,3pm-4pm,Afternoon ,
4,Davis Library ,7052,12pm-1pm,Afternoon ,
4,Davis Library ,7052,1pm-2pm,Afternoon ,
4,Davis Library ,7052,2pm-3pm,Afternoon ,
4,Davis Library ,7052,3pm-4pm,Afternoon ,
4,Davis Library ,8046,12pm-1pm,Afternoon ,
4,Davis Library ,8046,1pm-2pm,Afternoon ,
4,Davis Library ,8046,2pm-3pm,Afternoon ,
4,Davis Library ,8046,3pm-4pm,Afternoon ,
4,Davis Library ,8047,12pm-1pm,Afternoon ,
4,Davis Library ,8047,1pm-2pm,Afternoon ,
4,Davis Library ,8047,2pm-3pm,Afternoon ,
4,Davis Library ,8047,3pm-4pm,Afternoon ,
4,Davis Library ,8048,12pm-1pm,Afternoon ,
4,Davis Library ,8048,1pm-2pm,Afternoon ,
4,Davis Library ,8048,2pm-3pm,Afternoon ,
4,Davis Library ,8048,3pm-4pm,Afternoon ,
4,Davis Library ,8049,12pm-1pm,Afternoon ,
4,Davis Library ,8049,1pm-2pm,Afternoon ,
4,Davis Library ,8049,2pm-3pm,Afternoon ,
4,Davis Library ,8049,3pm-4pm,Afternoon ,
4,Davis Library ,8051,12pm-1pm,Afternoon ,
4,Davis Library ,8051,1pm-2pm,Afternoon ,
4,Davis Library ,8051,2pm-3pm,Afternoon ,
4,Davis Library ,8051,3pm-4pm,Afternoon ,
4,Davis Library ,8052,12pm-1pm,Afternoon ,
4,Davis Library ,8052,1pm-2pm,Afternoon ,
4,Davis Library ,8052,2pm-3pm,Afternoon ,
4,Davis Library ,8052,3pm-4pm,Afternoon ,
4,Davis Library ,Cube 1,12pm-1pm,Afternoon ,
4,Davis Library ,Cube 1,1pm-2pm,Afternoon ,
4,Davis Library ,Cube 1,2pm-3pm,Afternoon ,
4,Davis Library ,Cube 1,3pm-4pm,Afternoon ,
4,Davis Library ,Cube 2,12pm-1pm,Afternoon ,
4,Davis Library ,Cube 2,1pm-2pm,Afternoon ,
4,Davis Library ,Cube 2,2pm-3pm,Afternoon ,
4,Davis Library ,Cube 2,3pm-4pm,Afternoon ,
4,Davis Library ,Cube 3,12pm-1pm,Afternoon ,
4,Davis Library ,Cube 3,1pm-2pm,Afternoon ,
4,Davis Library ,Cube 3,2pm-3pm,Afternoon ,
4,Davis Library ,Cube 3,3pm-4pm,Afternoon ,
4,Davis Library ,Cube 4,12pm-1pm,Afternoon ,
4,Davis Library ,Cube 4,1pm-2pm,Afternoon ,
4,Davis Library ,Cube 4,2pm-3pm,Afternoon ,
4,Davis Library ,Cube 4,3pm-4pm,Afternoon ,
4,Davis Library ,Cube 5,12pm-1pm,Afternoon ,
4,Davis Library ,Cube 5,1pm-2pm,Afternoon ,
4,Davis Library ,Cube 5,2pm-3pm,Afternoon ,
4,Davis Library ,Cube 5,3pm-4pm,Afternoon ,
4,Davis Library ,Cube 6,12pm-1pm,Afternoon ,
4,Davis Library ,Cube 6,1pm-2pm,Afternoon ,
4,Davis Library ,Cube 6,2pm-3pm,Afternoon ,
4,Davis Library ,Cube 6,3pm-4pm,Afternoon ,
4,Davis Library ,Cube 7,12pm-1pm,Afternoon ,
4,Davis Library ,Cube 7,1pm-2pm,Afternoon ,
4,Davis Library ,Cube 7,2pm-3pm,Afternoon ,
4,Davis Library ,Cube 7,3pm-4pm,Afternoon ,
5,Davis Library,3046,12pm-1pm,Afternoon ,
5,Davis Library,3046,1pm-2pm,Afternoon ,
5,Davis Library,3046,2pm-3pm,Afternoon ,
5,Davis Library,3046,3pm-4pm,Afternoon ,
5,Davis Library ,3047,12pm-1pm,Afternoon ,
5,Davis Library ,3047,1pm-2pm,Afternoon ,
5,Davis Library ,3047,2pm-3pm,Afternoon ,
5,Davis Library ,3047,3pm-4pm,Afternoon ,
5,Davis Library,3048,12pm-1pm,Afternoon ,
5,Davis Library,3048,1pm-2pm,Afternoon ,
5,Davis Library,3048,2pm-3pm,Afternoon ,
5,Davis Library,3048,3pm-4pm,Afternoon ,
5,Davis Library,3049,12pm-1pm,Afternoon ,
5,Davis Library,3049,1pm-2pm,Afternoon ,
5,Davis Library,3049,2pm-3pm,Afternoon ,
5,Davis Library,3049,3pm-4pm,Afternoon ,
5,Davis Library,3051,12pm-1pm,Afternoon ,
5,Davis Library,3051,1pm-2pm,Afternoon ,
5,Davis Library,3051,2pm-3pm,Afternoon ,
5,Davis Library,3051,3pm-4pm,Afternoon ,
5,Davis Library,3052,12pm-1pm,Afternoon ,
5,Davis Library,3052,1pm-2pm,Afternoon ,
5,Davis Library,3052,2pm-3pm,Afternoon ,
5,Davis Library,3052,3pm-4pm,Afternoon ,
5,Davis Library,4046,12pm-1pm,Afternoon ,
5,Davis Library,4046,1pm-2pm,Afternoon ,
5,Davis Library,4046,2pm-3pm,Afternoon ,
5,Davis Library,4046,3pm-4pm,Afternoon ,
5,Davis Library ,4047,12pm-1pm,Afternoon ,
5,Davis Library ,4047,1pm-2pm,Afternoon ,
5,Davis Library ,4047,2pm-3pm,Afternoon ,
5,Davis Library ,4047,3pm-4pm,Afternoon ,
5,Davis Library,4048,12pm-1pm,Afternoon ,
5,Davis Library,4048,1pm-2pm,Afternoon ,
5,Davis Library,4048,2pm-3pm,Afternoon ,
5,Davis Library,4048,3pm-4pm,Afternoon ,
5,Davis Library ,4049,12pm-1pm,Afternoon ,
5,Davis Library ,4049,1pm-2pm,Afternoon ,
5,Davis Library ,4049,2pm-3pm,Afternoon ,
5,Davis Library ,4049,3pm-4pm,Afternoon ,
5,Davis Library ,4051,12pm-1pm,Afternoon ,
5,Davis Library ,4051,1pm-2pm,Afternoon ,
5,Davis Library ,4051,2pm-3pm,Afternoon ,
5,Davis Library ,4051,3pm-4pm,Afternoon ,
5,Davis Library ,4052,12pm-1pm,Afternoon ,
5,Davis Library ,4052,1pm-2pm,Afternoon ,
5,Davis Library ,4052,2pm-3pm,Afternoon ,
5,Davis Library ,4052,3pm-4pm,Afternoon ,
5,Davis Library ,5046,12pm-1pm,Afternoon ,
5,Davis Library ,5046,1pm-2pm,Afternoon ,
5,Davis Library ,5046,2pm-3pm,Afternoon ,
5,Davis Library ,5046,3pm-4pm,Afternoon ,
5,Davis Library ,5047,12pm-1pm,Afternoon ,
5,Davis Library ,5047,1pm-2pm,Afternoon ,
5,Davis Library ,5047,2pm-3pm,Afternoon ,
5,Davis Library ,5047,3pm-4pm,Afternoon ,
5,Davis Library ,5048,12pm-1pm,Afternoon ,
5,Davis Library ,5048,1pm-2pm,Afternoon ,
5,Davis Library ,5048,2pm-3pm,Afternoon ,
5,Davis Library ,5048,3pm-4pm,Afternoon ,
5,Davis Library ,5049,12pm-1pm,Afternoon ,
5,Davis Library ,5049,1pm-2pm,Afternoon ,
5,Davis Library ,5049,2pm-3pm,Afternoon ,
5,Davis Library ,5049,3pm-4pm,Afternoon ,
5,Davis Library ,5051,12pm-1pm,Afternoon ,
5,Davis Library ,5051,1pm-2pm,Afternoon ,
5,Davis Library ,5051,2pm-3pm,Afternoon ,
5,Davis Library ,5051,3pm-4pm,Afternoon ,
5,Davis Library ,5052,12pm-1pm,Afternoon ,
5,Davis Library ,5052,1pm-2pm,Afternoon ,
5,Davis Library ,5052,2pm-3pm,Afternoon ,
5,Davis Library ,5052,3pm-4pm,Afternoon ,
5,Davis Library ,6046,12pm-1pm,Afternoon ,
5,Davis Library ,6046,1pm-2pm,Afternoon ,
5,Davis Library ,6046,2pm-3pm,Afternoon ,
5,Davis Library ,6046,3pm-4pm,Afternoon ,
5,Davis Library ,6047,12pm-1pm,Afternoon ,
5,Davis Library ,6047,1pm-2pm,Afternoon ,
5,Davis Library ,6047,2pm-3pm,Afternoon ,
5,Davis Library ,6047,3pm-4pm,Afternoon ,
5,Davis Library ,6048,12pm-1pm,Afternoon ,
5,Davis Library ,6048,1pm-2pm,Afternoon ,
5,Davis Library ,6048,2pm-3pm,Afternoon ,
5,Davis Library ,6048,3pm-4pm,Afternoon ,
5,Davis Library ,6049,12pm-1pm,Afternoon ,
5,Davis Library ,6049,1pm-2pm,Afternoon ,
5,Davis Library ,6049,2pm-3pm,Afternoon ,
5,Davis Library ,6049,3pm-4pm,Afternoon ,
5,Davis Library ,6051,12pm-1pm,Afternoon ,
5,Davis Library ,6051,1pm-2pm,Afternoon ,
5,Davis Library ,6051,2pm-3pm,Afternoon ,
